PersonID,ItemID
21,44
21,92
21,104
21,97
21,99
21,61
21,43
21,116
21,75
21,27
22,96
22,15
22,20
22,77
22,24
22,92
22,66
22,101
22,4
22,25
22,82
22,34
22,16
22,117
23,47
23,84
23,77
23,21
23,80
23,102
23,22
23,64
23,16
23,120
23,101
23,11
23,25
23,92
23,24
24,15
24,80
24,104
24,83
24,85
24,85
24,99
24,45
24,22
24,12
24,14
24,110
24,108
24,79
24,10
24,72
24,14
24,32
24,30
25,54
25,88
25,106
25,108
25,63
25,71
25,70
25,108
25,21
25,9
25,80
25,16
26,80
26,23
26,69
26,120
26,53
26,16
26,11
26,65
26,86
26,96
26,41
26,8
27,41
27,72
27,9
27,9
27,116
27,42
27,9
27,41
27,70
27,3
27,8
27,69
27,78
27,92
27,72
27,70
27,3
27,8
27,80
27,105
27,65
27,4
27,9
27,39
27,9
27,72
27,80
27,108
28,77
28,89
28,97
28,77
28,72
28,41
28,80
28,51
28,97
28,23
28,72
28,51
28,32
28,25
28,73
28,9
28,97
29,22
29,10
29,72
29,99
29,80
29,99
29,31
29,99
29,8
29,107
29,92
29,27
30,51
30,58
30,18
30,3
30,33
30,108
30,47
30,65
30,99
30,92
30,119
30,70
30,51
30,110
30,105
30,54
30,56
30,99
30,61
31,69
31,35
31,51
31,108
31,109
31,68
31,51
31,78
31,18
31,22
31,9
31,85
31,78
31,82
31,92
31,21
31,37
31,10
31,92
31,12
31,66
31,90
31,85
31,70
31,99
31,72
31,99
31,15
31,120
31,47
32,92
32,51
32,20
32,102
32,9
32,81
32,87
32,106
32,104
32,57
32,71
32,97
32,42
32,9
32,14
32,8
32,109
32,102
32,34
32,70
32,9
32,39
32,32
32,97
32,106
33,87
33,28
33,66
33,97
33,75
33,70
33,108
33,28
33,84
33,82
33,88
33,72
33,45
33,70
33,44
33,43
33,27
33,92
33,22
33,82
33,63
33,90
33,9
34,99
34,85
34,34
34,85
34,3
34,84
34,34
34,31
34,72
34,41
34,3
34,40
34,42
34,72
34,66
34,92
34,18
34,71
34,47
34,33
34,82
34,92
34,14
34,84
34,8
34,97
34,51
34,90
34,14
35,53
35,26
35,34
35,4
35,34
35,58
35,82
35,21
35,54
35,34
35,92
35,103
35,47
35,85
35,85
35,85
36,9
36,51
36,92
36,13
36,36
36,36
36,84
36,58
36,71
36,14
36,9
36,25
36,8
36,91
36,53
36,12
36,85
36,72
36,45
36,120
36,9
36,9
36,104
36,108
36,59
37,30
37,81
37,44
37,51
37,70
37,107
37,92
37,40
37,83
37,12
37,13
37,99
37,54
37,44
37,41
37,90
37,88
38,28
38,42
38,101
38,43
38,85
38,27
38,92
38,34
38,107
38,37
38,70
38,120
38,23
38,41
38,57
38,99
38,92
38,75
38,78
38,9
39,97
39,99
39,62
39,66
39,113
39,68
39,38
39,97
39,12
39,14
39,92
39,84
39,106
39,116
39,103
39,45
39,105
39,72
39,36
39,54
39,39
39,73
39,68
39,32
39,30
39,85
39,56
39,112
39,69
39,70
39,54
39,77
39,12
39,116
39,97
39,108
39,108
39,14
39,112
40,34
40,80
40,21
40,119
40,72
40,68
40,104
40,37
40,107
40,82
40,33
40,44
40,14
40,85
40,107
40,34
40,64
40,44
40,54
40,5
40,76
40,82
40,92
40,69
40,80
40,31
40,82
41,99
41,70
41,100
41,99
41,72
41,10
41,99
41,108
41,9
41,55
41,96
41,3
41,66
41,97
41,8
41,9
41,30
41,21
41,82
41,107
41,92
41,9
41,51
41,22
41,82
42,65
42,62
42,44
42,33
42,99
42,72
42,99
42,80
42,25
42,63
42,8
42,44
42,99
42,104
43,53
43,82
43,28
43,56
43,21
43,54
43,100
43,53
43,85
43,70
43,45
43,47
43,84
43,87
43,27
43,96
44,85
44,106
44,58
44,34
44,21
44,55
44,44
44,80
44,22
44,31
44,41
44,7
44,57
44,85
44,120
44,47
44,9
44,54
44,100
44,72
44,88
44,16
44,45
44,44
44,9
44,22
44,94
44,66
44,30
44,69
44,58
44,94
44,90
44,70
44,59
44,34
44,5
44,54
44,58
44,47
45,66
45,68
45,17
45,97
45,92
45,65
45,70
45,89
45,113
45,21
45,45
45,108
45,77
45,54
46,74
46,102
46,84
46,66
46,108
46,93
46,30
46,84
46,24
46,108
46,12
46,103
46,10
46,15
46,81
46,27
46,93
46,15
46,21
46,80
46,13
47,58
47,112
47,80
47,84
47,70
47,112
47,97
47,47
47,52
47,92
47,94
47,72
47,32
47,100
47,82
47,97
47,54
47,71
47,80
47,54
47,34
47,16
47,36
47,96
47,34
47,47
48,66
48,84
48,96
48,71
48,41
48,24
48,99
48,85
48,116
48,113
48,58
48,7
48,89
48,79
48,51
48,3
48,102
48,82
48,70
48,80
48,15
48,72
48,40
48,92
48,115
48,56
48,22
49,69
49,36
49,84
49,65
49,54
49,99
49,34
49,105
49,108
49,22
49,22
49,22
49,100
49,62
49,92
49,72
49,99
49,5
49,55
49,54
49,113
49,55
49,38
49,22
49,84
49,80
49,58
49,22
50,105
50,39
50,42
50,36
50,31
50,54
50,105
50,21
50,20
50,81
50,16
50,85
50,23
50,52
50,84
50,39
50,52
50,75
50,72
