PersonID,A,Score,Weather,Y
10,0,145,B,1
10,0,145,B,1
10,0,145,C,1
10,0,145,A,1
10,0,145,A,1
10,0,145,A,1
10,0,145,A,1
10,0,145,C,0
10,0,145,C,1
10,0,145,B,1
10,0,145,B,1
10,0,145,A,1
10,0,145,A,1
10,0,145,B,1
10,0,145,B,1
10,0,145,A,1
10,0,145,A,1
10,0,145,A,1
10,0,145,C,1
10,0,145,C,1
11,1,141,A,1
11,1,141,A,1
11,1,141,A,0
11,1,141,B,1
11,1,141,B,0
11,1,141,A,1
11,1,141,A,1
11,1,141,C,0
11,1,141,A,0
11,1,141,A,1
11,1,141,A,0
11,1,141,A,0
11,1,141,A,1
11,1,141,B,0
11,1,141,C,0
11,1,141,B,0
11,1,141,B,1
11,1,141,C,1
11,1,141,C,1
11,1,141,A,1
11,1,141,A,0
11,1,141,C,1
11,1,141,B,0
11,1,141,C,1
11,1,141,B,0
11,1,141,A,1
11,1,141,B,1
11,1,141,A,1
11,1,141,C,0
11,1,141,A,0
11,1,141,B,1
11,1,141,A,1
11,1,141,A,0
11,1,141,A,0
12,0,137,A,1
12,0,137,A,1
12,0,137,B,1
12,0,137,B,1
12,0,137,C,0
12,0,137,B,0
12,0,137,A,0
12,0,137,A,1
12,0,137,B,0
12,0,137,C,1
12,0,137,A,1
12,0,137,A,1
12,0,137,B,0
12,0,137,A,1
12,0,137,B,0
12,0,137,A,0
12,0,137,B,1
12,0,137,A,1
12,0,137,A,0
12,0,137,B,0
12,0,137,A,1
12,0,137,A,0
12,0,137,C,1
12,0,137,C,0
12,0,137,B,1
12,0,137,B,0
12,0,137,A,0
12,0,137,C,0
12,0,137,A,1
12,0,137,A,1
12,0,137,A,1
12,0,137,B,1
12,0,137,C,1
12,0,137,B,1
12,0,137,B,1
12,0,137,A,1
12,0,137,A,1
12,0,137,B,1
12,0,137,C,1
12,0,137,B,1
12,0,137,A,1
12,0,137,A,1
12,0,137,C,1
12,0,137,C,1
13,1,118,B,1
13,1,118,A,1
13,1,118,A,1
13,1,118,B,0
13,1,118,B,1
13,1,118,C,1
13,1,118,B,1
13,1,118,C,0
13,1,118,A,1
13,1,118,A,1
13,1,118,A,1
13,1,118,A,1
13,1,118,C,0
13,1,118,A,1
13,1,118,C,1
13,1,118,A,0
13,1,118,A,1
13,1,118,A,0
13,1,118,A,1
13,1,118,A,0
13,1,118,A,0
13,1,118,B,0
13,1,118,B,1
13,1,118,A,0
13,1,118,A,1
13,1,118,A,0
13,1,118,B,1
13,1,118,C,0
13,1,118,A,0
13,1,118,A,1
13,1,118,C,1
13,1,118,A,1
13,1,118,C,1
13,1,118,A,0
13,1,118,B,1
13,1,118,A,0
13,1,118,C,0
13,1,118,B,0
13,1,118,C,1
13,1,118,A,1
13,1,118,A,1
13,1,118,B,1
13,1,118,C,0
13,1,118,B,0
13,1,118,B,1
13,1,118,A,0
13,1,118,A,1
13,1,118,B,1
13,1,118,B,1
13,1,118,B,1
13,1,118,A,1
13,1,118,C,1
13,1,118,C,0
14,0,111,B,0
14,0,111,A,0
14,0,111,B,0
14,0,111,C,1
14,0,111,C,0
14,0,111,C,1
14,0,111,A,1
14,0,111,A,1
14,0,111,A,1
14,0,111,A,0
14,0,111,A,0
14,0,111,A,1
14,0,111,B,1
14,0,111,A,1
14,0,111,B,1
14,0,111,A,1
14,0,111,A,0
14,0,111,A,1
14,0,111,B,0
14,0,111,B,1
14,0,111,B,1
14,0,111,A,0
14,0,111,A,1
14,0,111,C,1
14,0,111,C,1
14,0,111,A,1
14,0,111,A,1
14,0,111,A,1
14,0,111,A,0
14,0,111,B,0
14,0,111,C,1
14,0,111,A,1
14,0,111,A,1
14,0,111,C,1
14,0,111,C,1
14,0,111,B,1
14,0,111,A,1
14,0,111,B,1
14,0,111,A,1
14,0,111,C,0
15,0,109,A,0
15,0,109,A,1
15,0,109,A,1
15,0,109,A,1
15,0,109,B,1
15,0,109,B,1
15,0,109,C,1
15,0,109,B,1
15,0,109,B,1
15,0,109,A,1
15,0,109,A,1
15,0,109,A,1
15,0,109,B,1
15,0,109,C,1
15,0,109,A,1
15,0,109,A,1
15,0,109,B,1
15,0,109,A,1
15,0,109,B,0
15,0,109,A,0
15,0,109,B,0
15,0,109,A,1
15,0,109,A,1
15,0,109,A,1
15,0,109,B,1
15,0,109,A,1
15,0,109,C,1
15,0,109,B,1
15,0,109,A,1
15,0,109,A,0
15,0,109,B,1
15,0,109,C,1
15,0,109,C,1
15,0,109,B,0
15,0,109,B,1
15,0,109,A,1
15,0,109,C,1
15,0,109,A,1
15,0,109,A,1
15,0,109,A,1
15,0,109,A,1
15,0,109,A,1
15,0,109,B,0
15,0,109,C,0
15,0,109,B,1
15,0,109,B,1
15,0,109,A,1
15,0,109,A,1
15,0,109,A,1
15,0,109,B,1
15,0,109,C,0
15,0,109,B,0
15,0,109,A,1
15,0,109,A,1
15,0,109,C,1
15,0,109,C,1
16,1,99,B,1
16,1,99,A,1
16,1,99,A,1
16,1,99,A,1
16,1,99,A,0
16,1,99,B,1
16,1,99,B,0
16,1,99,B,0
16,1,99,B,1
16,1,99,C,1
16,1,99,A,1
16,1,99,A,1
16,1,99,A,1
16,1,99,C,0
16,1,99,A,0
16,1,99,A,1
16,1,99,A,0
16,1,99,B,0
16,1,99,A,1
16,1,99,A,1
16,1,99,A,0
16,1,99,B,1
16,1,99,A,0
16,1,99,B,0
16,1,99,B,1
16,1,99,A,0
16,1,99,A,1
16,1,99,B,0
16,1,99,B,0
16,1,99,B,0
16,1,99,A,0
16,1,99,C,1
16,1,99,C,1
16,1,99,A,0
16,1,99,B,1
16,1,99,A,1
16,1,99,B,1
16,1,99,A,0
16,1,99,A,1
16,1,99,B,1
16,1,99,B,0
16,1,99,A,1
16,1,99,C,1
16,1,99,A,0
16,1,99,A,1
16,1,99,A,1
16,1,99,A,1
16,1,99,A,1
16,1,99,A,1
16,1,99,B,1
16,1,99,B,1
16,1,99,C,0
16,1,99,A,1
16,1,99,A,1
16,1,99,B,1
16,1,99,C,1
16,1,99,A,1
16,1,99,A,0
16,1,99,A,0
17,0,114,A,1
17,0,114,A,1
17,0,114,A,1
17,0,114,B,1
17,0,114,B,0
17,0,114,B,1
17,0,114,A,1
17,0,114,A,1
17,0,114,A,1
17,0,114,B,0
17,0,114,C,1
17,0,114,A,1
17,0,114,B,0
17,0,114,A,0
17,0,114,B,1
17,0,114,A,1
17,0,114,B,0
17,0,114,A,0
17,0,114,C,0
17,0,114,B,1
17,0,114,A,1
17,0,114,B,1
17,0,114,B,0
17,0,114,A,1
17,0,114,A,1
17,0,114,A,1
17,0,114,A,1
17,0,114,A,1
17,0,114,A,0
17,0,114,B,0
17,0,114,B,1
17,0,114,A,1
17,0,114,A,1
17,0,114,C,1
17,0,114,B,1
17,0,114,A,1
17,0,114,A,0
17,0,114,C,1
18,0,82,B,1
18,0,82,A,1
18,0,82,A,1
18,0,82,A,0
18,0,82,A,1
18,0,82,A,0
18,0,82,B,1
18,0,82,B,1
18,0,82,B,1
18,0,82,C,0
18,0,82,A,1
18,0,82,A,1
18,0,82,A,1
18,0,82,A,0
18,0,82,A,0
18,0,82,A,0
18,0,82,C,1
18,0,82,A,1
18,0,82,A,0
18,0,82,A,0
18,0,82,B,0
18,0,82,A,1
18,0,82,A,1
18,0,82,B,0
18,0,82,B,0
18,0,82,C,0
18,0,82,A,1
18,0,82,B,1
18,0,82,A,1
18,0,82,B,1
18,0,82,A,1
18,0,82,A,0
18,0,82,A,1
18,0,82,A,1
18,0,82,A,1
18,0,82,C,1
18,0,82,A,1
18,0,82,B,0
18,0,82,A,1
18,0,82,A,1
18,0,82,B,1
18,0,82,A,0
18,0,82,A,0
18,0,82,C,0
18,0,82,A,1
19,0,185,A,0
19,0,185,C,1
19,0,185,B,1
19,0,185,B,1
19,0,185,C,1
19,0,185,A,1
19,0,185,B,1
19,0,185,A,1
19,0,185,A,1
19,0,185,B,1
19,0,185,A,1
19,0,185,B,1
19,0,185,A,1
19,0,185,A,1
19,0,185,B,1
19,0,185,B,1
19,0,185,C,0
19,0,185,B,1
19,0,185,A,1
19,0,185,B,1
19,0,185,B,1
19,0,185,A,1
19,0,185,B,1
19,0,185,C,1
19,0,185,A,1
19,0,185,C,1
19,0,185,B,1
19,0,185,A,1
19,0,185,A,1
19,0,185,B,1
19,0,185,B,1
19,0,185,A,1
19,0,185,A,1
19,0,185,A,1
19,0,185,A,1
19,0,185,A,1
19,0,185,B,1
19,0,185,A,1
19,0,185,A,1
19,0,185,C,1
19,0,185,C,1
19,0,185,A,1
19,0,185,B,1
19,0,185,A,1
19,0,185,A,1
20,1,156,A,0
20,1,156,A,0
20,1,156,A,1
20,1,156,A,1
20,1,156,A,1
20,1,156,B,0
20,1,156,B,1
20,1,156,C,0
20,1,156,B,1
20,1,156,B,1
20,1,156,C,0
20,1,156,A,1
20,1,156,A,1
20,1,156,A,1
20,1,156,A,1
20,1,156,A,1
20,1,156,C,0
20,1,156,A,1
20,1,156,C,0
20,1,156,A,1
20,1,156,A,1
20,1,156,A,0
20,1,156,A,0
20,1,156,B,0
20,1,156,A,1
20,1,156,A,1
20,1,156,B,1
20,1,156,A,1
20,1,156,A,0
20,1,156,A,1
20,1,156,A,1
20,1,156,C,0
20,1,156,B,0
20,1,156,C,1
20,1,156,B,1
20,1,156,C,1
20,1,156,B,1
20,1,156,B,1
20,1,156,A,0
20,1,156,A,1
20,1,156,B,0
20,1,156,C,0
20,1,156,C,0
20,1,156,A,1
20,1,156,A,1
20,1,156,C,0
20,1,156,C,1
20,1,156,A,1
20,1,156,B,1
20,1,156,A,1
20,1,156,C,0
20,1,156,B,0
20,1,156,B,1
20,1,156,C,0
20,1,156,A,1
20,1,156,A,1
20,1,156,A,1
20,1,156,A,0
20,1,156,A,1
20,1,156,B,0
20,1,156,A,1
20,1,156,A,1
20,1,156,C,1
20,1,156,C,0
20,1,156,B,0
20,1,156,B,1
20,1,156,A,0
20,1,156,A,1
20,1,156,A,1
20,1,156,B,1
20,1,156,B,1
20,1,156,B,1
20,1,156,A,1
20,1,156,A,1
20,1,156,A,0
20,1,156,C,1
20,1,156,C,1
21,1,86,B,1
21,1,86,A,1
21,1,86,A,0
21,1,86,A,0
21,1,86,B,1
21,1,86,B,0
21,1,86,B,0
21,1,86,C,0
21,1,86,C,1
21,1,86,A,1
21,1,86,A,1
21,1,86,C,0
21,1,86,A,0
21,1,86,A,0
21,1,86,A,0
21,1,86,A,0
21,1,86,B,0
21,1,86,A,1
21,1,86,A,0
21,1,86,B,0
21,1,86,A,0
21,1,86,A,1
21,1,86,A,0
21,1,86,B,1
21,1,86,A,1
21,1,86,A,0
21,1,86,B,1
21,1,86,B,0
21,1,86,A,0
21,1,86,C,0
21,1,86,B,1
21,1,86,B,0
21,1,86,B,0
21,1,86,A,1
21,1,86,B,1
21,1,86,B,1
21,1,86,C,0
21,1,86,B,1
21,1,86,A,0
21,1,86,C,0
21,1,86,A,0
21,1,86,A,1
21,1,86,C,1
21,1,86,A,0
21,1,86,A,0
21,1,86,B,1
21,1,86,A,1
21,1,86,B,0
21,1,86,A,0
21,1,86,C,0
21,1,86,B,1
21,1,86,A,0
21,1,86,A,0
21,1,86,A,0
21,1,86,A,1
21,1,86,A,1
21,1,86,B,1
21,1,86,A,1
21,1,86,B,1
21,1,86,A,0
21,1,86,C,0
21,1,86,A,0
21,1,86,C,1
21,1,86,B,1
21,1,86,C,0
21,1,86,A,1
21,1,86,A,1
21,1,86,A,0
21,1,86,A,1
21,1,86,A,0
22,1,108,A,1
22,1,108,A,1
22,1,108,A,0
22,1,108,A,1
22,1,108,A,0
22,1,108,B,1
22,1,108,C,0
22,1,108,B,1
22,1,108,B,0
22,1,108,B,0
22,1,108,B,1
22,1,108,C,1
22,1,108,A,1
22,1,108,A,1
22,1,108,A,1
22,1,108,C,1
22,1,108,A,0
22,1,108,A,0
22,1,108,B,0
22,1,108,A,1
22,1,108,A,1
22,1,108,A,1
22,1,108,B,1
22,1,108,A,0
22,1,108,B,0
22,1,108,A,1
22,1,108,A,1
22,1,108,B,1
22,1,108,A,1
22,1,108,A,1
22,1,108,A,1
22,1,108,B,0
22,1,108,B,1
22,1,108,A,0
22,1,108,C,1
22,1,108,B,1
22,1,108,C,0
22,1,108,B,1
22,1,108,B,0
22,1,108,A,1
22,1,108,A,1
22,1,108,B,1
22,1,108,C,0
22,1,108,A,1
22,1,108,C,1
22,1,108,A,0
22,1,108,B,1
22,1,108,A,1
22,1,108,B,0
22,1,108,C,1
22,1,108,B,1
22,1,108,A,0
22,1,108,C,1
22,1,108,A,1
22,1,108,A,1
22,1,108,A,0
22,1,108,A,1
22,1,108,A,1
22,1,108,A,1
22,1,108,B,0
22,1,108,A,1
22,1,108,B,0
22,1,108,C,0
22,1,108,C,0
22,1,108,A,0
22,1,108,C,1
22,1,108,B,1
22,1,108,A,0
22,1,108,A,1
22,1,108,B,0
22,1,108,B,1
22,1,108,C,0
22,1,108,A,1
22,1,108,A,1
22,1,108,A,0
22,1,108,A,1
22,1,108,C,1
23,1,106,B,1
23,1,106,A,1
23,1,106,A,1
23,1,106,C,0
23,1,106,B,1
23,1,106,C,0
23,1,106,B,1
23,1,106,C,0
23,1,106,B,0
23,1,106,A,0
23,1,106,A,0
23,1,106,B,1
23,1,106,A,1
23,1,106,A,1
23,1,106,A,1
23,1,106,B,1
23,1,106,A,0
23,1,106,A,0
23,1,106,B,0
23,1,106,A,1
23,1,106,B,0
23,1,106,A,0
23,1,106,B,0
23,1,106,B,0
23,1,106,A,1
23,1,106,A,0
23,1,106,B,1
23,1,106,A,1
23,1,106,C,1
23,1,106,B,1
23,1,106,B,0
23,1,106,A,0
23,1,106,B,0
23,1,106,A,1
23,1,106,A,1
23,1,106,A,1
23,1,106,C,1
23,1,106,C,1
23,1,106,A,1
23,1,106,C,0
23,1,106,B,0
23,1,106,C,1
23,1,106,A,1
23,1,106,B,1
23,1,106,A,1
23,1,106,B,1
23,1,106,B,1
23,1,106,A,0
23,1,106,C,0
23,1,106,A,1
23,1,106,A,0
23,1,106,B,0
23,1,106,A,1
23,1,106,A,1
23,1,106,C,1
23,1,106,B,1
23,1,106,A,1
23,1,106,B,1
23,1,106,C,0
23,1,106,B,1
23,1,106,A,1
23,1,106,A,1
23,1,106,C,0
24,1,143,A,1
24,1,143,A,1
24,1,143,A,1
24,1,143,C,1
24,1,143,A,0
24,1,143,A,0
24,1,143,A,0
24,1,143,B,1
24,1,143,B,0
24,1,143,B,1
24,1,143,B,1
24,1,143,B,0
24,1,143,A,1
24,1,143,A,1
24,1,143,A,1
24,1,143,A,1
24,1,143,A,0
24,1,143,A,0
24,1,143,B,0
24,1,143,C,1
24,1,143,A,1
24,1,143,A,1
24,1,143,A,1
24,1,143,B,1
24,1,143,B,0
24,1,143,A,1
24,1,143,B,0
24,1,143,A,1
24,1,143,B,1
24,1,143,C,0
24,1,143,B,1
24,1,143,B,0
24,1,143,A,0
24,1,143,B,1
24,1,143,C,0
24,1,143,A,1
24,1,143,B,1
24,1,143,A,1
24,1,143,B,1
24,1,143,C,1
24,1,143,A,1
24,1,143,C,0
24,1,143,B,1
24,1,143,B,1
24,1,143,B,1
24,1,143,A,0
24,1,143,A,1
24,1,143,A,1
24,1,143,A,1
24,1,143,A,1
24,1,143,A,0
24,1,143,B,0
24,1,143,A,0
24,1,143,A,1
24,1,143,C,0
24,1,143,A,1
24,1,143,B,1
24,1,143,A,1
24,1,143,A,1
24,1,143,C,1
24,1,143,B,1
24,1,143,B,1
24,1,143,A,1
24,1,143,A,1
24,1,143,A,0
24,1,143,A,0
24,1,143,C,1
24,1,143,A,0
25,1,117,A,1
25,1,117,A,1
25,1,117,A,1
25,1,117,B,0
25,1,117,B,1
25,1,117,B,0
25,1,117,B,1
25,1,117,A,1
25,1,117,A,1
25,1,117,A,1
25,1,117,A,1
25,1,117,A,1
25,1,117,C,1
25,1,117,B,0
25,1,117,C,0
25,1,117,A,1
25,1,117,A,1
25,1,117,B,0
25,1,117,A,1
25,1,117,B,1
25,1,117,A,1
25,1,117,B,0
25,1,117,A,0
25,1,117,C,1
25,1,117,C,1
25,1,117,B,1
25,1,117,A,0
25,1,117,B,1
25,1,117,A,1
25,1,117,B,1
25,1,117,B,0
25,1,117,C,1
25,1,117,A,1
25,1,117,A,1
25,1,117,A,1
25,1,117,A,1
25,1,117,A,0
25,1,117,A,0
25,1,117,A,1
25,1,117,B,1
25,1,117,B,1
25,1,117,B,1
25,1,117,A,0
25,1,117,A,1
25,1,117,B,1
25,1,117,C,0
25,1,117,B,1
25,1,117,A,1
25,1,117,A,1
25,1,117,C,1
26,1,128,A,1
26,1,128,A,1
26,1,128,A,1
26,1,128,A,1
26,1,128,A,0
26,1,128,B,0
26,1,128,C,1
26,1,128,B,1
26,1,128,B,0
26,1,128,C,1
26,1,128,A,1
26,1,128,A,0
26,1,128,A,1
26,1,128,A,1
26,1,128,A,1
26,1,128,A,1
26,1,128,B,1
26,1,128,A,1
26,1,128,A,1
26,1,128,A,1
26,1,128,A,1
26,1,128,B,0
26,1,128,C,1
26,1,128,B,1
26,1,128,B,0
26,1,128,B,0
26,1,128,A,1
26,1,128,A,1
26,1,128,B,1
26,1,128,C,0
26,1,128,C,1
26,1,128,A,1
26,1,128,A,1
26,1,128,B,0
26,1,128,C,1
26,1,128,A,1
26,1,128,A,1
26,1,128,A,0
26,1,128,A,1
26,1,128,C,1
